us_tariff,china_rate,eu_rate,canmex_rate,welfare_us,cpi_us,employment_us,trade_deficit_us,hhi_pharma,welfare_china,welfare_eu
0.0,0.1,0.4,0.4,-1.0707022998016846,-3.601731824940546,-0.3950417730547384,-12.381171067328925,580.4,0.2603057398932185,-0.07410754829655364
0.0,0.1,0.4,0.5,-1.1324938408592278,-3.793554483133532,-0.4177426730089917,-13.069052687506563,580.4,0.2753276904926105,-0.07043715448340482
0.0,0.1,0.5,0.0,-0.40516014120057786,-1.9551048299153218,-0.1538224735527005,-5.222969547675511,580.4,0.14071769211827512,-0.188394378964174
0.0,0.1,0.5,0.1,-0.6785317028788707,-2.5858672486184453,-0.2524478186472612,-8.143565458044641,580.4,0.18246874816261194,-0.18338884176793968
0.0,0.1,0.5,0.2,-0.8702388085988444,-3.0834792631159624,-0.322152675254761,-10.221518938857711,580.4,0.2175985595332275,-0.17803475763835674
0.0,0.1,0.5,0.3,-1.0025835951028905,-3.457710558675342,-0.37054540139259684,-11.672709841469263,580.4,0.24523770686064594,-0.1733412619690844
0.0,0.1,0.5,0.4,-1.0932228197450433,-3.7300045361993828,-0.40381013824629663,-12.675490435212684,580.4,0.2660062723349732,-0.16964859168913105
0.0,0.1,0.5,0.5,-1.1552497250170823,-3.924356299625187,-0.4266215215326219,-13.366372997472606,580.4,0.2811840665850607,-0.16691974095630613
0.0,0.2,0.0,0.0,-0.09463011845507463,-0.43798062243766145,-0.03569313921029105,-1.214963475842912,580.4,0.06907609418773664,-0.008089490791940435
0.0,0.2,0.0,0.1,-0.3635306643812175,-0.9970546723521934,-0.13179320689821195,-4.083294933352455,580.4,0.107551462025679,0.0009925445059177918
0.0,0.2,0.0,0.2,-0.5504358315912894,-1.4318939824172983,-0.19902066924212258,-6.1035732711941915,580.4,0.13942484274469535,0.009216812064249957
