country_sector,country,icio_sector
LVA_C301,LVA,C301
LVA_C302T309,LVA,C302T309
LVA_C31T33,LVA,C31T33
LVA_D,LVA,D
LVA_E,LVA,E
LVA_F,LVA,F
LVA_G,LVA,G
LVA_H49,LVA,H49
LVA_H50,LVA,H50
LVA_H51,LVA,H51
LVA_H52,LVA,H52
LVA_H53,LVA,H53
LVA_I,LVA,I
LVA_J58T60,LVA,J58T60
LVA_J61,LVA,J61
LVA_J62_63,LVA,J62_63
LVA_K,LVA,K
LVA_L,LVA,L
LVA_M,LVA,M
LVA_N,LVA,N
LVA_O,LVA,O
LVA_P,LVA,P
LVA_Q,LVA,Q
LVA_R,LVA,R
LVA_S,LVA,S
LVA_T,LVA,T
MAR_A01,MAR,A01
MAR_A02,MAR,A02
MAR_A03,MAR,A03
MAR_B05,MAR,B05
MAR_B06,MAR,B06
MAR_B07,MAR,B07
MAR_B08,MAR,B08
MAR_B09,MAR,B09
MAR_C10T12,MAR,C10T12
MAR_C13T15,MAR,C13T15
MAR_C16,MAR,C16
MAR_C17_18,MAR,C17_18
MAR_C19,MAR,C19
MAR_C20,MAR,C20
MAR_C21,MAR,C21
MAR_C22,MAR,C22
MAR_C23,MAR,C23
MAR_C24A,MAR,C24A
MAR_C24B,MAR,C24B
MAR_C25,MAR,C25
MAR_C26,MAR,C26
MAR_C27,MAR,C27
MAR_C28,MAR,C28
MAR_C29,MAR,C29
MAR_C301,MAR,C301
MAR_C302T309,MAR,C302T309
MAR_C31T33,MAR,C31T33
MAR_D,MAR,D
MAR_E,MAR,E
MAR_F,MAR,F
MAR_G,MAR,G
MAR_H49,MAR,H49
MAR_H50,MAR,H50
MAR_H51,MAR,H51
MAR_H52,MAR,H52
MAR_H53,MAR,H53
MAR_I,MAR,I
MAR_J58T60,MAR,J58T60
MAR_J61,MAR,J61
MAR_J62_63,MAR,J62_63
MAR_K,MAR,K
MAR_L,MAR,L
MAR_M,MAR,M
MAR_N,MAR,N
MAR_O,MAR,O
MAR_P,MAR,P
MAR_Q,MAR,Q
MAR_R,MAR,R
MAR_S,MAR,S
MAR_T,MAR,T
MEX_A01,MEX,A01
MEX_A02,MEX,A02
MEX_A03,MEX,A03
MEX_B05,MEX,B05
MEX_B06,MEX,B06
MEX_B07,MEX,B07
MEX_B08,MEX,B08
MEX_B09,MEX,B09
MEX_C10T12,MEX,C10T12
MEX_C13T15,MEX,C13T15
MEX_C16,MEX,C16
MEX_C17_18,MEX,C17_18
MEX_C19,MEX,C19
MEX_C20,MEX,C20
MEX_C21,MEX,C21
MEX_C22,MEX,C22
MEX_C23,MEX,C23
MEX_C24A,MEX,C24A
MEX_C24B,MEX,C24B
MEX_C25,MEX,C25
MEX_C26,MEX,C26
MEX_C27,MEX,C27
MEX_C28,MEX,C28
MEX_C29,MEX,C29
MEX_C301,MEX,C301
MEX_C302T309,MEX,C302T309
MEX_C31T33,MEX,C31T33
MEX_D,MEX,D
MEX_E,MEX,E
MEX_F,MEX,F
MEX_G,MEX,G
MEX_H49,MEX,H49
MEX_H50,MEX,H50
MEX_H51,MEX,H51
MEX_H52,MEX,H52
MEX_H53,MEX,H53
MEX_I,MEX,I
MEX_J58T60,MEX,J58T60
MEX_J61,MEX,J61
MEX_J62_63,MEX,J62_63
MEX_K,MEX,K
MEX_L,MEX,L
MEX_M,MEX,M
MEX_N,MEX,N
MEX_O,MEX,O
MEX_P,MEX,P
MEX_Q,MEX,Q
MEX_R,MEX,R
MEX_S,MEX,S
MEX_T,MEX,T
MLT_A01,MLT,A01
MLT_A02,MLT,A02
MLT_A03,MLT,A03
MLT_B05,MLT,B05
MLT_B06,MLT,B06
MLT_B07,MLT,B07
MLT_B08,MLT,B08
MLT_B09,MLT,B09
MLT_C10T12,MLT,C10T12
MLT_C13T15,MLT,C13T15
MLT_C16,MLT,C16
MLT_C17_18,MLT,C17_18
MLT_C19,MLT,C19
MLT_C20,MLT,C20
MLT_C21,MLT,C21
MLT_C22,MLT,C22
MLT_C23,MLT,C23
MLT_C24A,MLT,C24A
MLT_C24B,MLT,C24B
MLT_C25,MLT,C25
MLT_C26,MLT,C26
MLT_C27,MLT,C27
MLT_C28,MLT,C28
MLT_C29,MLT,C29
MLT_C301,MLT,C301
MLT_C302T309,MLT,C302T309
MLT_C31T33,MLT,C31T33
MLT_D,MLT,D
MLT_E,MLT,E
MLT_F,MLT,F
MLT_G,MLT,G
MLT_H49,MLT,H49
MLT_H50,MLT,H50
MLT_H51,MLT,H51
MLT_H52,MLT,H52
MLT_H53,MLT,H53
MLT_I,MLT,I
MLT_J58T60,MLT,J58T60
MLT_J61,MLT,J61
MLT_J62_63,MLT,J62_63
MLT_K,MLT,K
MLT_L,MLT,L
MLT_M,MLT,M
MLT_N,MLT,N
MLT_O,MLT,O
MLT_P,MLT,P
MLT_Q,MLT,Q
MLT_R,MLT,R
MLT_S,MLT,S
MLT_T,MLT,T
MMR_A01,MMR,A01
MMR_A02,MMR,A02
MMR_A03,MMR,A03
MMR_B05,MMR,B05
MMR_B06,MMR,B06
MMR_B07,MMR,B07
MMR_B08,MMR,B08
MMR_B09,MMR,B09
MMR_C10T12,MMR,C10T12
MMR_C13T15,MMR,C13T15
MMR_C16,MMR,C16
MMR_C17_18,MMR,C17_18
MMR_C19,MMR,C19
MMR_C20,MMR,C20
MMR_C21,MMR,C21
MMR_C22,MMR,C22
MMR_C23,MMR,C23
MMR_C24A,MMR,C24A
MMR_C24B,MMR,C24B
MMR_C25,MMR,C25
MMR_C26,MMR,C26
MMR_C27,MMR,C27
MMR_C28,MMR,C28
MMR_C29,MMR,C29
MMR_C301,MMR,C301
MMR_C302T309,MMR,C302T309
MMR_C31T33,MMR,C31T33
MMR_D,MMR,D
MMR_E,MMR,E
MMR_F,MMR,F
MMR_G,MMR,G
MMR_H49,MMR,H49
MMR_H50,MMR,H50
MMR_H51,MMR,H51
MMR_H52,MMR,H52
MMR_H53,MMR,H53
MMR_I,MMR,I
MMR_J58T60,MMR,J58T60
MMR_J61,MMR,J61
MMR_J62_63,MMR,J62_63
MMR_K,MMR,K
MMR_L,MMR,L
MMR_M,MMR,M
MMR_N,MMR,N
MMR_O,MMR,O
MMR_P,MMR,P
MMR_Q,MMR,Q
MMR_R,MMR,R
MMR_S,MMR,S
MMR_T,MMR,T
MYS_A01,MYS,A01
MYS_A02,MYS,A02
MYS_A03,MYS,A03
MYS_B05,MYS,B05
MYS_B06,MYS,B06
MYS_B07,MYS,B07
MYS_B08,MYS,B08
MYS_B09,MYS,B09
MYS_C10T12,MYS,C10T12
MYS_C13T15,MYS,C13T15
MYS_C16,MYS,C16
MYS_C17_18,MYS,C17_18
MYS_C19,MYS,C19
MYS_C20,MYS,C20
MYS_C21,MYS,C21
MYS_C22,MYS,C22
MYS_C23,MYS,C23
MYS_C24A,MYS,C24A
MYS_C24B,MYS,C24B
MYS_C25,MYS,C25
MYS_C26,MYS,C26
MYS_C27,MYS,C27
MYS_C28,MYS,C28
MYS_C29,MYS,C29
MYS_C301,MYS,C301
MYS_C302T309,MYS,C302T309
MYS_C31T33,MYS,C31T33
MYS_D,MYS,D
MYS_E,MYS,E
MYS_F,MYS,F
MYS_G,MYS,G
MYS_H49,MYS,H49
MYS_H50,MYS,H50
MYS_H51,MYS,H51
MYS_H52,MYS,H52
MYS_H53,MYS,H53
MYS_I,MYS,I
MYS_J58T60,MYS,J58T60
MYS_J61,MYS,J61
MYS_J62_63,MYS,J62_63
MYS_K,MYS,K
MYS_L,MYS,L
MYS_M,MYS,M
MYS_N,MYS,N
MYS_O,MYS,O
MYS_P,MYS,P
MYS_Q,MYS,Q
MYS_R,MYS,R
MYS_S,MYS,S
MYS_T,MYS,T
NGA_A01,NGA,A01
NGA_A02,NGA,A02
NGA_A03,NGA,A03
NGA_B05,NGA,B05
NGA_B06,NGA,B06
NGA_B07,NGA,B07
NGA_B08,NGA,B08
NGA_B09,NGA,B09
NGA_C10T12,NGA,C10T12
NGA_C13T15,NGA,C13T15
NGA_C16,NGA,C16
NGA_C17_18,NGA,C17_18
NGA_C19,NGA,C19
NGA_C20,NGA,C20
NGA_C21,NGA,C21
NGA_C22,NGA,C22
NGA_C23,NGA,C23
NGA_C24A,NGA,C24A
NGA_C24B,NGA,C24B
NGA_C25,NGA,C25
NGA_C26,NGA,C26
NGA_C27,NGA,C27
NGA_C28,NGA,C28
NGA_C29,NGA,C29
NGA_C301,NGA,C301
NGA_C302T309,NGA,C302T309
NGA_C31T33,NGA,C31T33
NGA_D,NGA,D
NGA_E,NGA,E
NGA_F,NGA,F
NGA_G,NGA,G
NGA_H49,NGA,H49
NGA_H50,NGA,H50
NGA_H51,NGA,H51
NGA_H52,NGA,H52
NGA_H53,NGA,H53
NGA_I,NGA,I
NGA_J58T60,NGA,J58T60
NGA_J61,NGA,J61
NGA_J62_63,NGA,J62_63
NGA_K,NGA,K
NGA_L,NGA,L
NGA_M,NGA,M
NGA_N,NGA,N
NGA_O,NGA,O
NGA_P,NGA,P
NGA_Q,NGA,Q
NGA_R,NGA,R
NGA_S,NGA,S
NGA_T,NGA,T
NLD_A01,NLD,A01
NLD_A02,NLD,A02
NLD_A03,NLD,A03
NLD_B05,NLD,B05
NLD_B06,NLD,B06
NLD_B07,NLD,B07
NLD_B08,NLD,B08
NLD_B09,NLD,B09
NLD_C10T12,NLD,C10T12
NLD_C13T15,NLD,C13T15
NLD_C16,NLD,C16
NLD_C17_18,NLD,C17_18
NLD_C19,NLD,C19
NLD_C20,NLD,C20
NLD_C21,NLD,C21
NLD_C22,NLD,C22
NLD_C23,NLD,C23
NLD_C24A,NLD,C24A
NLD_C24B,NLD,C24B
NLD_C25,NLD,C25
NLD_C26,NLD,C26
NLD_C27,NLD,C27
NLD_C28,NLD,C28
NLD_C29,NLD,C29
NLD_C301,NLD,C301
NLD_C302T309,NLD,C302T309
NLD_C31T33,NLD,C31T33
NLD_D,NLD,D
NLD_E,NLD,E
NLD_F,NLD,F
NLD_G,NLD,G
NLD_H49,NLD,H49
NLD_H50,NLD,H50
NLD_H51,NLD,H51
NLD_H52,NLD,H52
NLD_H53,NLD,H53
NLD_I,NLD,I
NLD_J58T60,NLD,J58T60
NLD_J61,NLD,J61
NLD_J62_63,NLD,J62_63
NLD_K,NLD,K
NLD_L,NLD,L
NLD_M,NLD,M
NLD_N,NLD,N
NLD_O,NLD,O
NLD_P,NLD,P
NLD_Q,NLD,Q
NLD_R,NLD,R
NLD_S,NLD,S
NLD_T,NLD,T
NOR_A01,NOR,A01
NOR_A02,NOR,A02
NOR_A03,NOR,A03
NOR_B05,NOR,B05
NOR_B06,NOR,B06
NOR_B07,NOR,B07
NOR_B08,NOR,B08
NOR_B09,NOR,B09
NOR_C10T12,NOR,C10T12
NOR_C13T15,NOR,C13T15
NOR_C16,NOR,C16
NOR_C17_18,NOR,C17_18
NOR_C19,NOR,C19
NOR_C20,NOR,C20
NOR_C21,NOR,C21
NOR_C22,NOR,C22
NOR_C23,NOR,C23
NOR_C24A,NOR,C24A
NOR_C24B,NOR,C24B
NOR_C25,NOR,C25
NOR_C26,NOR,C26
NOR_C27,NOR,C27
NOR_C28,NOR,C28
NOR_C29,NOR,C29
NOR_C301,NOR,C301
NOR_C302T309,NOR,C302T309
NOR_C31T33,NOR,C31T33
NOR_D,NOR,D
NOR_E,NOR,E
NOR_F,NOR,F
NOR_G,NOR,G
NOR_H49,NOR,H49
NOR_H50,NOR,H50
NOR_H51,NOR,H51
NOR_H52,NOR,H52
NOR_H53,NOR,H53
NOR_I,NOR,I
NOR_J58T60,NOR,J58T60
NOR_J61,NOR,J61
NOR_J62_63,NOR,J62_63
NOR_K,NOR,K
NOR_L,NOR,L
NOR_M,NOR,M
NOR_N,NOR,N
NOR_O,NOR,O
NOR_P,NOR,P
NOR_Q,NOR,Q
NOR_R,NOR,R
NOR_S,NOR,S
NOR_T,NOR,T
NZL_A01,NZL,A01
NZL_A02,NZL,A02
NZL_A03,NZL,A03
NZL_B05,NZL,B05
NZL_B06,NZL,B06
NZL_B07,NZL,B07
NZL_B08,NZL,B08
NZL_B09,NZL,B09
NZL_C10T12,NZL,C10T12
NZL_C13T15,NZL,C13T15
NZL_C16,NZL,C16
NZL_C17_18,NZL,C17_18
NZL_C19,NZL,C19
NZL_C20,NZL,C20
NZL_C21,NZL,C21
NZL_C22,NZL,C22
NZL_C23,NZL,C23
NZL_C24A,NZL,C24A
NZL_C24B,NZL,C24B
NZL_C25,NZL,C25
NZL_C26,NZL,C26
NZL_C27,NZL,C27
NZL_C28,NZL,C28
NZL_C29,NZL,C29
NZL_C301,NZL,C301
NZL_C302T309,NZL,C302T309
NZL_C31T33,NZL,C31T33
NZL_D,NZL,D
NZL_E,NZL,E
NZL_F,NZL,F
NZL_G,NZL,G
NZL_H49,NZL,H49
NZL_H50,NZL,H50
NZL_H51,NZL,H51
NZL_H52,NZL,H52
NZL_H53,NZL,H53
NZL_I,NZL,I
NZL_J58T60,NZL,J58T60
NZL_J61,NZL,J61
NZL_J62_63,NZL,J62_63
NZL_K,NZL,K
NZL_L,NZL,L
NZL_M,NZL,M
NZL_N,NZL,N
NZL_O,NZL,O
NZL_P,NZL,P
NZL_Q,NZL,Q
NZL_R,NZL,R
NZL_S,NZL,S
NZL_T,NZL,T
PAK_A01,PAK,A01
PAK_A02,PAK,A02
PAK_A03,PAK,A03
PAK_B05,PAK,B05
PAK_B06,PAK,B06
PAK_B07,PAK,B07
PAK_B08,PAK,B08
PAK_B09,PAK,B09
PAK_C10T12,PAK,C10T12
PAK_C13T15,PAK,C13T15
PAK_C16,PAK,C16
PAK_C17_18,PAK,C17_18
PAK_C19,PAK,C19
PAK_C20,PAK,C20
PAK_C21,PAK,C21
PAK_C22,PAK,C22
PAK_C23,PAK,C23
PAK_C24A,PAK,C24A
PAK_C24B,PAK,C24B
PAK_C25,PAK,C25
PAK_C26,PAK,C26
PAK_C27,PAK,C27
PAK_C28,PAK,C28
PAK_C29,PAK,C29
PAK_C301,PAK,C301
PAK_C302T309,PAK,C302T309
PAK_C31T33,PAK,C31T33
PAK_D,PAK,D
PAK_E,PAK,E
PAK_F,PAK,F
PAK_G,PAK,G
PAK_H49,PAK,H49
PAK_H50,PAK,H50
PAK_H51,PAK,H51
PAK_H52,PAK,H52
PAK_H53,PAK,H53
PAK_I,PAK,I
PAK_J58T60,PAK,J58T60
PAK_J61,PAK,J61
PAK_J62_63,PAK,J62_63
PAK_K,PAK,K
PAK_L,PAK,L
PAK_M,PAK,M
PAK_N,PAK,N
PAK_O,PAK,O
PAK_P,PAK,P
PAK_Q,PAK,Q
PAK_R,PAK,R
PAK_S,PAK,S
PAK_T,PAK,T
PER_A01,PER,A01
PER_A02,PER,A02
PER_A03,PER,A03
PER_B05,PER,B05
PER_B06,PER,B06
PER_B07,PER,B07
PER_B08,PER,B08
PER_B09,PER,B09
PER_C10T12,PER,C10T12
PER_C13T15,PER,C13T15
PER_C16,PER,C16
PER_C17_18,PER,C17_18
PER_C19,PER,C19
PER_C20,PER,C20
PER_C21,PER,C21
PER_C22,PER,C22
PER_C23,PER,C23
PER_C24A,PER,C24A
PER_C24B,PER,C24B
PER_C25,PER,C25
PER_C26,PER,C26
PER_C27,PER,C27
PER_C28,PER,C28
PER_C29,PER,C29
PER_C301,PER,C301
PER_C302T309,PER,C302T309
PER_C31T33,PER,C31T33
PER_D,PER,D
PER_E,PER,E
PER_F,PER,F
PER_G,PER,G
PER_H49,PER,H49
PER_H50,PER,H50
PER_H51,PER,H51
PER_H52,PER,H52
PER_H53,PER,H53
PER_I,PER,I
PER_J58T60,PER,J58T60
PER_J61,PER,J61
PER_J62_63,PER,J62_63
PER_K,PER,K
PER_L,PER,L
PER_M,PER,M
PER_N,PER,N
PER_O,PER,O
PER_P,PER,P
PER_Q,PER,Q
PER_R,PER,R
PER_S,PER,S
PER_T,PER,T
PHL_A01,PHL,A01
PHL_A02,PHL,A02
PHL_A03,PHL,A03
PHL_B05,PHL,B05
PHL_B06,PHL,B06
PHL_B07,PHL,B07
PHL_B08,PHL,B08
PHL_B09,PHL,B09
PHL_C10T12,PHL,C10T12
PHL_C13T15,PHL,C13T15
PHL_C16,PHL,C16
PHL_C17_18,PHL,C17_18
PHL_C19,PHL,C19
PHL_C20,PHL,C20
PHL_C21,PHL,C21
PHL_C22,PHL,C22
PHL_C23,PHL,C23
PHL_C24A,PHL,C24A
PHL_C24B,PHL,C24B
PHL_C25,PHL,C25
PHL_C26,PHL,C26
PHL_C27,PHL,C27
PHL_C28,PHL,C28
PHL_C29,PHL,C29
PHL_C301,PHL,C301
PHL_C302T309,PHL,C302T309
PHL_C31T33,PHL,C31T33
PHL_D,PHL,D
PHL_E,PHL,E
PHL_F,PHL,F
PHL_G,PHL,G
PHL_H49,PHL,H49
PHL_H50,PHL,H50
PHL_H51,PHL,H51
PHL_H52,PHL,H52
PHL_H53,PHL,H53
PHL_I,PHL,I
PHL_J58T60,PHL,J58T60
PHL_J61,PHL,J61
PHL_J62_63,PHL,J62_63
PHL_K,PHL,K
PHL_L,PHL,L
PHL_M,PHL,M
PHL_N,PHL,N
PHL_O,PHL,O
PHL_P,PHL,P
PHL_Q,PHL,Q
PHL_R,PHL,R
PHL_S,PHL,S
PHL_T,PHL,T
POL_A01,POL,A01
POL_A02,POL,A02
POL_A03,POL,A03
POL_B05,POL,B05
POL_B06,POL,B06
POL_B07,POL,B07
POL_B08,POL,B08
POL_B09,POL,B09
POL_C10T12,POL,C10T12
POL_C13T15,POL,C13T15
POL_C16,POL,C16
POL_C17_18,POL,C17_18
POL_C19,POL,C19
POL_C20,POL,C20
POL_C21,POL,C21
POL_C22,POL,C22
POL_C23,POL,C23
POL_C24A,POL,C24A
POL_C24B,POL,C24B
POL_C25,POL,C25
POL_C26,POL,C26
POL_C27,POL,C27
POL_C28,POL,C28
POL_C29,POL,C29
POL_C301,POL,C301
POL_C302T309,POL,C302T309
POL_C31T33,POL,C31T33
POL_D,POL,D
POL_E,POL,E
POL_F,POL,F
POL_G,POL,G
POL_H49,POL,H49
POL_H50,POL,H50
POL_H51,POL,H51
POL_H52,POL,H52
POL_H53,POL,H53
POL_I,POL,I
POL_J58T60,POL,J58T60
POL_J61,POL,J61
POL_J62_63,POL,J62_63
POL_K,POL,K
POL_L,POL,L
POL_M,POL,M
POL_N,POL,N
POL_O,POL,O
POL_P,POL,P
POL_Q,POL,Q
POL_R,POL,R
POL_S,POL,S
POL_T,POL,T
PRT_A01,PRT,A01
PRT_A02,PRT,A02
PRT_A03,PRT,A03
PRT_B05,PRT,B05
PRT_B06,PRT,B06
PRT_B07,PRT,B07
PRT_B08,PRT,B08
PRT_B09,PRT,B09
PRT_C10T12,PRT,C10T12
PRT_C13T15,PRT,C13T15
PRT_C16,PRT,C16
PRT_C17_18,PRT,C17_18
PRT_C19,PRT,C19
PRT_C20,PRT,C20
PRT_C21,PRT,C21
PRT_C22,PRT,C22
PRT_C23,PRT,C23
PRT_C24A,PRT,C24A
PRT_C24B,PRT,C24B
PRT_C25,PRT,C25
PRT_C26,PRT,C26
PRT_C27,PRT,C27
PRT_C28,PRT,C28
PRT_C29,PRT,C29
PRT_C301,PRT,C301
PRT_C302T309,PRT,C302T309
PRT_C31T33,PRT,C31T33
PRT_D,PRT,D
PRT_E,PRT,E
PRT_F,PRT,F
PRT_G,PRT,G
PRT_H49,PRT,H49
PRT_H50,PRT,H50
PRT_H51,PRT,H51
PRT_H52,PRT,H52
PRT_H53,PRT,H53
PRT_I,PRT,I
PRT_J58T60,PRT,J58T60
PRT_J61,PRT,J61
PRT_J62_63,PRT,J62_63
PRT_K,PRT,K
PRT_L,PRT,L
PRT_M,PRT,M
PRT_N,PRT,N
PRT_O,PRT,O
PRT_P,PRT,P
PRT_Q,PRT,Q
PRT_R,PRT,R
PRT_S,PRT,S
PRT_T,PRT,T
ROU_A01,ROU,A01
ROU_A02,ROU,A02
ROU_A03,ROU,A03
ROU_B05,ROU,B05
ROU_B06,ROU,B06
ROU_B07,ROU,B07
ROU_B08,ROU,B08
ROU_B09,ROU,B09
ROU_C10T12,ROU,C10T12
ROU_C13T15,ROU,C13T15
ROU_C16,ROU,C16
ROU_C17_18,ROU,C17_18
ROU_C19,ROU,C19
ROU_C20,ROU,C20
ROU_C21,ROU,C21
ROU_C22,ROU,C22
ROU_C23,ROU,C23
ROU_C24A,ROU,C24A
ROU_C24B,ROU,C24B
ROU_C25,ROU,C25
ROU_C26,ROU,C26
ROU_C27,ROU,C27
ROU_C28,ROU,C28
ROU_C29,ROU,C29
ROU_C301,ROU,C301
ROU_C302T309,ROU,C302T309
ROU_C31T33,ROU,C31T33
ROU_D,ROU,D
ROU_E,ROU,E
ROU_F,ROU,F
ROU_G,ROU,G
ROU_H49,ROU,H49
ROU_H50,ROU,H50
ROU_H51,ROU,H51
ROU_H52,ROU,H52
ROU_H53,ROU,H53
ROU_I,ROU,I
ROU_J58T60,ROU,J58T60
ROU_J61,ROU,J61
ROU_J62_63,ROU,J62_63
ROU_K,ROU,K
ROU_L,ROU,L
ROU_M,ROU,M
ROU_N,ROU,N
ROU_O,ROU,O
ROU_P,ROU,P
ROU_Q,ROU,Q
ROU_R,ROU,R
ROU_S,ROU,S
ROU_T,ROU,T
RUS_A01,RUS,A01
RUS_A02,RUS,A02
RUS_A03,RUS,A03
RUS_B05,RUS,B05
RUS_B06,RUS,B06
RUS_B07,RUS,B07
RUS_B08,RUS,B08
RUS_B09,RUS,B09
RUS_C10T12,RUS,C10T12
RUS_C13T15,RUS,C13T15
RUS_C16,RUS,C16
RUS_C17_18,RUS,C17_18
RUS_C19,RUS,C19
RUS_C20,RUS,C20
RUS_C21,RUS,C21
RUS_C22,RUS,C22
RUS_C23,RUS,C23
RUS_C24A,RUS,C24A
RUS_C24B,RUS,C24B
RUS_C25,RUS,C25
RUS_C26,RUS,C26
RUS_C27,RUS,C27
RUS_C28,RUS,C28
RUS_C29,RUS,C29
RUS_C301,RUS,C301
RUS_C302T309,RUS,C302T309
RUS_C31T33,RUS,C31T33
RUS_D,RUS,D
RUS_E,RUS,E
RUS_F,RUS,F
RUS_G,RUS,G
RUS_H49,RUS,H49
RUS_H50,RUS,H50
RUS_H51,RUS,H51
RUS_H52,RUS,H52
RUS_H53,RUS,H53
RUS_I,RUS,I
RUS_J58T60,RUS,J58T60
RUS_J61,RUS,J61
RUS_J62_63,RUS,J62_63
RUS_K,RUS,K
RUS_L,RUS,L
RUS_M,RUS,M
RUS_N,RUS,N
RUS_O,RUS,O
RUS_P,RUS,P
RUS_Q,RUS,Q
RUS_R,RUS,R
RUS_S,RUS,S
RUS_T,RUS,T
SAU_A01,SAU,A01
SAU_A02,SAU,A02
SAU_A03,SAU,A03
SAU_B05,SAU,B05
SAU_B06,SAU,B06
SAU_B07,SAU,B07
SAU_B08,SAU,B08
SAU_B09,SAU,B09
SAU_C10T12,SAU,C10T12
SAU_C13T15,SAU,C13T15
SAU_C16,SAU,C16
SAU_C17_18,SAU,C17_18
SAU_C19,SAU,C19
SAU_C20,SAU,C20
SAU_C21,SAU,C21
SAU_C22,SAU,C22
SAU_C23,SAU,C23
SAU_C24A,SAU,C24A
SAU_C24B,SAU,C24B
SAU_C25,SAU,C25
SAU_C26,SAU,C26
SAU_C27,SAU,C27
SAU_C28,SAU,C28
SAU_C29,SAU,C29
SAU_C301,SAU,C301
SAU_C302T309,SAU,C302T309
SAU_C31T33,SAU,C31T33
SAU_D,SAU,D
SAU_E,SAU,E
SAU_F,SAU,F
SAU_G,SAU,G
SAU_H49,SAU,H49
SAU_H50,SAU,H50
SAU_H51,SAU,H51
SAU_H52,SAU,H52
SAU_H53,SAU,H53
SAU_I,SAU,I
SAU_J58T60,SAU,J58T60
SAU_J61,SAU,J61
SAU_J62_63,SAU,J62_63
SAU_K,SAU,K
SAU_L,SAU,L
SAU_M,SAU,M
SAU_N,SAU,N
SAU_O,SAU,O
SAU_P,SAU,P
SAU_Q,SAU,Q
SAU_R,SAU,R
SAU_S,SAU,S
SAU_T,SAU,T
SEN_A01,SEN,A01
SEN_A02,SEN,A02
SEN_A03,SEN,A03
SEN_B05,SEN,B05
SEN_B06,SEN,B06
SEN_B07,SEN,B07
SEN_B08,SEN,B08
SEN_B09,SEN,B09
SEN_C10T12,SEN,C10T12
SEN_C13T15,SEN,C13T15
SEN_C16,SEN,C16
SEN_C17_18,SEN,C17_18
SEN_C19,SEN,C19
SEN_C20,SEN,C20
SEN_C21,SEN,C21
SEN_C22,SEN,C22
SEN_C23,SEN,C23
SEN_C24A,SEN,C24A
SEN_C24B,SEN,C24B
SEN_C25,SEN,C25
SEN_C26,SEN,C26
SEN_C27,SEN,C27
SEN_C28,SEN,C28
SEN_C29,SEN,C29
SEN_C301,SEN,C301
SEN_C302T309,SEN,C302T309
SEN_C31T33,SEN,C31T33
SEN_D,SEN,D
SEN_E,SEN,E
SEN_F,SEN,F
SEN_G,SEN,G
SEN_H49,SEN,H49
SEN_H50,SEN,H50
SEN_H51,SEN,H51
SEN_H52,SEN,H52
SEN_H53,SEN,H53
SEN_I,SEN,I
SEN_J58T60,SEN,J58T60
SEN_J61,SEN,J61
SEN_J62_63,SEN,J62_63
SEN_K,SEN,K
SEN_L,SEN,L
SEN_M,SEN,M
SEN_N,SEN,N
SEN_O,SEN,O
SEN_P,SEN,P
SEN_Q,SEN,Q
SEN_R,SEN,R
SEN_S,SEN,S
SEN_T,SEN,T
SGP_A01,SGP,A01
SGP_A02,SGP,A02
SGP_A03,SGP,A03
SGP_B05,SGP,B05
SGP_B06,SGP,B06
SGP_B07,SGP,B07
SGP_B08,SGP,B08
SGP_B09,SGP,B09
SGP_C10T12,SGP,C10T12
SGP_C13T15,SGP,C13T15
SGP_C16,SGP,C16
SGP_C17_18,SGP,C17_18
SGP_C19,SGP,C19
SGP_C20,SGP,C20
SGP_C21,SGP,C21
SGP_C22,SGP,C22
SGP_C23,SGP,C23
SGP_C24A,SGP,C24A
SGP_C24B,SGP,C24B
SGP_C25,SGP,C25
SGP_C26,SGP,C26
SGP_C27,SGP,C27
SGP_C28,SGP,C28
SGP_C29,SGP,C29
SGP_C301,SGP,C301
SGP_C302T309,SGP,C302T309
SGP_C31T33,SGP,C31T33
SGP_D,SGP,D
SGP_E,SGP,E
SGP_F,SGP,F
SGP_G,SGP,G
SGP_H49,SGP,H49
SGP_H50,SGP,H50
SGP_H51,SGP,H51
SGP_H52,SGP,H52
SGP_H53,SGP,H53
SGP_I,SGP,I
SGP_J58T60,SGP,J58T60
SGP_J61,SGP,J61
SGP_J62_63,SGP,J62_63
SGP_K,SGP,K
SGP_L,SGP,L
SGP_M,SGP,M
SGP_N,SGP,N
SGP_O,SGP,O
SGP_P,SGP,P
SGP_Q,SGP,Q
SGP_R,SGP,R
SGP_S,SGP,S
SGP_T,SGP,T
STP_A01,STP,A01
STP_A02,STP,A02
STP_A03,STP,A03
STP_B05,STP,B05
STP_B06,STP,B06
STP_B07,STP,B07
STP_B08,STP,B08
STP_B09,STP,B09
STP_C10T12,STP,C10T12
STP_C13T15,STP,C13T15
STP_C16,STP,C16
STP_C17_18,STP,C17_18
STP_C19,STP,C19
STP_C20,STP,C20
STP_C21,STP,C21
STP_C22,STP,C22
STP_C23,STP,C23
STP_C24A,STP,C24A
STP_C24B,STP,C24B
STP_C25,STP,C25
STP_C26,STP,C26
STP_C27,STP,C27
STP_C28,STP,C28
STP_C29,STP,C29
STP_C301,STP,C301
STP_C302T309,STP,C302T309
STP_C31T33,STP,C31T33
STP_D,STP,D
STP_E,STP,E
STP_F,STP,F
STP_G,STP,G
STP_H49,STP,H49
STP_H50,STP,H50
STP_H51,STP,H51
STP_H52,STP,H52
STP_H53,STP,H53
STP_I,STP,I
